district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Madera Unified,Alpha Elementary,900 Stadium Road Madera CA 93637-5700,NA,NA,NA,not tested,Madera,Madera County,36.9501163,-120.0650894
Madera Unified,Berenda Elementary,26820 Club Drive Madera CA 93638-2725,NA,NA,FALSE,tested,NA,Madera County,37.0245653427439,-120.057002365513
Madera Unified,Cesar Chavez Elementary,2600 East Pecan Madera CA 93638-6042,NA,NA,FALSE,tested,NA,Madera County,36.938319,-120.13759400000001
Madera Unified,Eastin Arcola,29551 Avenue 8 Madera CA 93637-8508,NA,NA,FALSE,tested,NA,Madera County,36.86594,-120.009305397541
Madera Unified,Furman (Duane E.) High (Independent Study Program),955 West Pecan Avenue Madera CA 93637-6168,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,George Washington Elementary,509 South Street Madera CA 93638-2401,NA,NA,NA,not tested,NA,Madera County,37.2121031,-119.9080781
Madera Unified,Jack G. Desmond Middle,26490 Martin Street Madera CA 93638-0833,NA,NA,NA,not tested,NA,Madera County,36.9926448195353,-120.073926575558
Madera Unified,James Madison Elementary,109 Stadium Road Madera CA 93637-5389,NA,NA,NA,not tested,Madera,Madera County,36.9503387071695,-120.064971
Madera Unified,James Monroe Elementary,1819 North Lake Street Madera CA 93638-1640,NA,NA,NA,not tested,Madera,Madera County,36.9831929183673,-120.056064
Madera Unified,John Adams Elementary,1822 National Avenue Madera CA 93637-4344,NA,NA,NA,not tested,Madera,Madera County,36.9581916060189,-120.080534983786
Madera Unified,John J. Pershing Elementary,1505 East Ellis Street Madera CA 93638-5513,NA,NA,NA,not tested,NA,NA,NA,NA
Madera Unified,Lincoln Elementary,650 Liberty Lane Madera CA 93637-2687,NA,NA,NA,not tested,Madera,Madera County,36.962651,-120.103583
Madera Unified,Madera Adult,955 West Pecan Avenue Madera CA 93637-6206,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,Madera High,200 South L Street Madera CA 93637-4650,NA,NA,NA,not tested,Madera,Madera County,36.955101,-120.064993
Madera Unified,Madera South High,755 West Pecan Avenue Madera CA 93637,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,Martin Luther King Jr. Middle,601 Lilly Street Madera CA 93638-3903,NA,NA,NA,not tested,Madera,Madera County,36.964288,-120.047144
Madera Unified,Millview Elementary,1609 Clinton Street Madera CA 93638-1901,NA,NA,NA,not tested,Madera,Madera County,36.9709392727273,-120.040402766234
Madera Unified,Mountain Vista Educational Center,955 West Pecan Avenue Madera CA 93637-6168,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,Mountain Vista High,1901 Clinton Avenue Madera CA 93638-1941,NA,NA,NA,not tested,NA,NA,NA,NA
Madera Unified,Nishimoto Elementary,26460 Martin Street Madera CA 93638-0833,NA,NA,NA,not tested,NA,Madera County,36.9926366427925,-120.073279983902
Madera Unified,Parkwood Elementary,1150 East Pecan Avenue Madera CA 93637-6256,NA,NA,NA,not tested,Madera,Madera County,36.9382951,-120.0512841
Madera Unified,Sherman Thomas Charter,101 West Adell Street Madera CA 93638-0877,NA,NA,NA,not tested,Madera,Madera County,36.9828523,-120.0701033
Madera Unified,Sherman Thomas Charter High,26303 Adell Street Madera CA 93638-0835,NA,NA,NA,not tested,Madera,Madera County,36.9843068,-120.039706
Madera Unified,Sierra Vista Elementary,917 Olive Avenue Madera CA 93638-4845,NA,NA,NA,not tested,NA,NA,NA,NA
Madera Unified,Thomas Jefferson Middle,1407 Sunset Avenue Madera CA 93637-2901,NA,NA,NA,not tested,Madera,Madera County,36.960201770479,-120.076175367728
